_id,year_month,service_name,program_or_facility,neighborhood,address,latitude,longitude,organization,category,recommended_for,requirements,phone,narrative,schedule,holiday_exception
4936,201911,Pitt Pantry (must have University of Pittsburgh ID),Pitt Pantry,Oakland,"4001 Fifth Avenue, PA, 15213",40.445593,-79.95318409999999,University of Ptitsburgh,pantries-supplies,ONLY for active Pitt Students and Staff with current ID,"Must have current University of Pittsburgh ID,  self-certify for low income, twice/month maximum",,"Small food pantry with box and canned goods, non-dairy beverages, some personal care products.",Wed: 5pm - 8pm; Thu: 1pm - 4pm; Fri: by appt.,
4937,201911,Tuesday Dinner - Outreached Arms,Tuesday dinners - Outreached Arms,Downtown,"320 Sixth Avenue, PA, 15222",40.441248,-79.999257,Outreached Arms,meals,All,None,412-471-3436,"Inside church, enter on Oliver Avenue",Tuesdays ; 7:00pm - 8:00pm,
4938,201911,"Allies for Health + Wellbeing (Pgh AIDS Task Force) - STD/Hepatitis C/HIV/AIDS testing, PrEP Evaluation",Allies for Health & Well Being (Pgh Aids Task Force)- HIV/STI/Hepatitis C Testing/PrEP Evaluation - Pittsburgh Aids Task Force,East Liberty,"5913 Penn Avenue, PA, 15206",40.46198,-79.926207,Allies for Health & Well Being (new name for Pittsburgh Aids Task Force (PATF),health,All,Free and confidential testing 6 days/week.  All insurance accepted and no person turned away.,412-345-7456,"HIV-negative people may enroll in our PrEP for Wellness program to receive the once-daily pill that reduces the chance for HIV infection by over 90 percent. Allies provides an array of services for HIV-positive individuals including food pantry; HUD supportive housing; pharmacy program; and legal, emergency fund and transportation assistance.","Walk-in Testing Hours:; Mon, Tues, Thurs, Fri:  9am - 4:30pm; Wed: 9am - 6:30pm; Sun: 12pm - 3:30pm; ; Other clinic exams by appointment.",
4939,201911,Magee Recreation Center,Magee Recreation Center,Greenfield,"745 Greenfield Avenue, PA, 15217",40.42418,-79.93678,CitiParks Community Recreation Centers,roof-daytime,All,"City of Pittsburgh resident, but won't turn anyone away.",412-422-6546,"City recreation center that is also a warming/cooling center.  Recreation room with ping-pong and tables for socializing, plus a basketball court. Free Wifi.","Mon - Fri: noon - 8pm; Sat: 9am - 3pm; ; Summer hours from June 10-Aug 31; 3pm - 7pm Mon-Fri, 9am-3pm Sat",
4940,201911,West Penn Recreation Center,West Penn Recreation Center,Polish Hill,"450 30th Street, PA, 15219",40.455775,-79.969316,CitiParks Community Recreation Centers,roof-daytime,All,Will be asked for an address in the City of Pittsburgh,412-622-7353,"City recreation center that is also a warming center.   Free wifi, game room with tables and some games, year-round outdoor skate park (helmet required), swimming pool for City residents in the summer for $4 fee.  Fitness/boxing programs extra. Men’s and women’s shower.  Free gym membership for 18 and under.  Adults over 18, membership is $5/month.",Mon - Fri: 9am - 9pm; Sat: 9am - 3pm,
4941,201911,Warrington Recreation Center,Warrington Recreation Center,Beltzhoover,"329 Warrington Avenue, PA, 15210",40.421043,-80.000815,CitiParks Community Recreation Centers,roof-daytime,all,Will be asked to provide an address in the City of Pittsburgh,412-488-8369,"City recreation center that is also a warming center.  Free lunch and pm snack for children 18 and under. Free Wifi, game room with pool tables, foosball, some games.  Outdoor playground, spray park in Memorial Day through Labor Day, large baseball/soccer field.  Weight Room with weights and machines available for $5/month - all other services are free",Mon - Fri: noon - 8:00pm; Follows City holiday schedule,
4942,201911,Kids' Summer Meals - Warrington Rec Center,Warrington Recreation Center,Beltzhoover,"329 Warrington Avenue, PA, 15210",40.421043,-80.000815,CitiParks Community Recreation Centers,meals,,For kids 18 and under only (21 and under if disabled),412-244-3911,"Free summer meals for kids on weekdays starting June 17 through August 23 - no requirements, just show up!",Mon - Fri; June 17 - August 23; Breakfast: 8:30am - 9:30am; Lunch: 11:30am - 12:30pm,Closed during date: 2019/07/04; 
4943,201911,Kids' Summer Meals - Arlington Rec Center,Arlington Recreation Center,Arlington,"2201 Salisbury Street, PA, 15210",40.419122,-79.975572,CitiParks Community Recreation Centers,meals,,For kids 18 and under only (21 and under if disabled),412-244-3911,"Free summer meals for kids on weekdays starting June 17 through August 23 - no requirements, just show up!",Mon - Fri; June 17 - August 23; Lunch: 11am - 1pm; Supper: 2pm - 3pm,Closed during date: 2019/07/04; 
4944,201911,South Side Market House Community Center,South Side Community Center,South Side,"12th & Bingham Streets, PA, 15203",40.429186,-79.986428,CitiParks Community Recreation Centers,roof-daytime,All,Will be asked to provide an address in the City of Pittsburgh,412-488-8404,"CLOSED FOR RENOVATIONS:  City recreation center that is also a warming/cooling center. Game room with pool tables, foosball, other games.  Upstairs large gymnasium with basketball court.  Side room has small library with computers, audio books, and WiFi.  Exercise room with weights free for ages 60+.  Hot lunch served to registered seniors ages 60+.",CLOSED FOR RENOVATIONS MAY - ? 2019,
4945,201911,Ammon Recreation Center,Ammon Recreation Center,Hill District,"2217 Bedford Avenue, PA, 15219",40.44853,-79.977743,CitiParks Community Recreation Centers,roof-daytime,all,Will be asked for an address in the City of Pittsburgh,412-255-2501,"Daytime shelter with basketball, board games, Free Wifi. Fitness center costs $5/month.   In summer, pool is open and cost is $4/day or passes available.  Closed during City of Pittsburgh holiday schedule.",Mon - Fri: 12pm - 8pm,
4946,201911,Jefferson Recreation Center,Jefferson Recreation Center,North Side,"605 Rednap Street, PA, 15212",40.459441,-80.014485,CitiParks Community Recreation Centers,roof-daytime,All in City of PIttsburgh,none,412-323-7268,"Recreaton center with playground, basketball, video games.  Summer meals breakfast and lunch for kids 18 and younger.  During the school year, snacks available for kids 18 and younger. Free wifi.",M - F; noon - 8pm,
4947,201911,Brookline Rec Center,Brookline Rec Center,Brookline,"1400 Oakridge Street, PA, 15226",40.39121,-80.008479,CitiParks Community Recreation Centers,roof-daytime,"All, most activities for children below 18.",City of Pittsburgh resident.  Sign up for free membership.  Children under 18 must be enrolled and on ID of someone older than 18.,412-571-3222,"Children's programs, including sports and camps.","Mon-Fri, 10am - 9pm; Sat 8am - noon; ; Summer hours  June 10-Aug 31; Mon-Fri, 9am - 7pm",
4948,201911,Phillips Recreation Center,Phillips Recreation Center,Carrick,"201 Parkfield Street, PA, 15210",40.391343,-79.990512,CitiParks Community Recreation Centers,roof-daytime,State of PA resident,Request membership registration - free.,,"Free snacks and dinner for children 18 and under during school year.  Free breakfast and lunch for children 18 and under in summer.  Arts and Crafts, basketball, disc golf course outside, Most activities for children 12 and under.  Free Wifi","Through June 10, 2019; Mon-Fri, 10:00am - 9:00pm; Closed Saturday ; ; Summer Hours June 10 through August 31; Mon - Fri, 1:00pm - 7:00pm (opens after Tot Camp) ; Sat 8:00am - noon",
4949,201911,Squirrel Hill Food Pantry,Squirrel Hill Food Pantry,Squirrel Hill,"828 Hazelwood Avenue, PA, 15217",40.419608,-79.928181,Squirrel Hill Food Pantry,pantries-supplies,"All in need, Once/year, Kosher and Gluten Free food options","For residents of 15217 ZIP Code, but will give to ANYONE who needs Kosher food.",412-421-2708,"Emergency Food Pantry with Kosher (no ZIP code requirement) and gluten free options available. Frequently has fresh produce, hygiene products, and pet food.  Have 2 critical need social workers on staff","Mon: 9am - 12:30 pm, 5pm - 7pm; Tue: 9am - 12:30pm, 1:30pm - 3pm; Wed: 9am - 12:30pm ; Thu: 9am - 12:30pm, 1:30pm - 3pm; Fri: 9am - 12:30pm; Sunday by appointment",
4950,201911,Swissvale Food Pantry,Swissvale Food Pantry,Swissvale,"2011 Noble Street, PA, 15218",40.421586,-79.886278,Swissvale Food Pantry,pantries-supplies,"All in zip codes surrounding Swissvale:  15218, 15104, 15120, 15221","Photo ID for emergency food, rental agreement or utility bill for regular pantry.",412-452-2792,"Enter front doors.  Space is shared with a church, but pantry is separate.","First and 3rd Thursday of each month from 9:30 am - noon.  ; Additional emergency times available, but call ahead.",
4951,201911,Free Breakfast - Homestead/Rainbow Kitchen,Free Breakfast - Homestead,Homestead,"135 East 9th Avenue, PA, 15120",40.406185,-79.910525,Rainbow Kitchen,meals,All in need,None - just show up,412-464-1892,"Free breakfast - balanced, substantial hot meal served every weekday morning.",Mon - Fri; 9:30am - 10:30 am,
4952,201911,Braddock Free Store,Braddock Free Store,Braddock,"420 Braddock Avenue, PA, 15104",40.404508,-79.870985,Braddock Free Store,pantries-supplies,All in need,None - no documentation required,201-532-1722,"Clothes, household items, some toiletries, baby clothing, formula and diapers - as available.  No furniture or electronics.",Tue: 11am - 1pm; Thu: 11am - 1pm; Sat: 10am - noon,
4953,201911,Forbes Family Medicine Clinic,Forbes Family Medicine Clinic,Monroeville,"500 Mosside Blvd., Suite 500, PA, 15146",40.427214,-79.752444,Forbes Family Medicine Residency Program,health,All in need - people without insurance are welcome.  Also takes all insurance plans.,Call for appointment,412-457-1100,"Family-practice oriented - all ages.  Physicians available with specialized training for LGBTW, HIV/AIDS and Transgender.  MUST CALL AHEAD FOR AN APPPOINTMENT.",Mon: 8am - 7pm; Tue: 8am - 11am; Wed - Thu: 8am - 7pm; Fri: 8am - 4:30pm; Closed weekends,
4954,201911,"Sheep, Inc. Medical Clinic - Monroeville","Sheep, Inc. Medical Clinic/Monroeville",Monroeville,"4561 Old William Penn Highway, PA, 15146",40.442658,-79.753954,Monroeville Assembly of God,health,For those without medical insurance (all ages),Must be uninsured,412-310-0062,"Free walk-in clinic - must be UNINSURED.  Has doctors, physician assistants and nurses.  Limited pharmacy services.",Thu 5:45pm - 8:30pm,
4955,201911,"Sheep, Inc. Medical Clinic - Turtle Creek","Sheep, Inc. Medical Clinic - Turtle Creek",Turtle Creek,"305 McMasters Avenue, PA, 15145",40.406987,-79.828102,Monroeville Assembly of God,health,For those without medical insurance (all ages),Must be uninsured,412-310-0062,"First Saturday of the month ONLY.  Free walk in clinic - must be UNINSURED.  Has doctors, physician assistants and nurses. Limited pharmacy services.",ONLY FIRST SATURDAY OF THE MONTH ; 3pm - 5:30pm,
4956,201911,Lost and Found Pharmacy (Free Prescription Medications),Free Prescriptions,Penn Hills,"11555 Franstown Road, PA, 15235",40.464978,-79.829819,Lost and Found Pharmacy,health,All in need - call ahead for availability of medication,none,412-243-1369,Non-profit pharmacy.  Generic prescriptions distributed as funding allows.  Call ahead for availability of medication.,Mon - Sat; 8am - 6pm,
4957,201911,Free Dental Care Clinic - July 26-27,Free Dental Care Event,Uptown,"1001 Fifth Avenue, PA, 15282",40.440133,-79.990163,Mission of Mercy Pittsburgh,health,"All in need, including children 2 - 17 and adults (cannot treat pregnant women)","No requirements.  First come first served, arrive early.  Each patient eligible for one dental procedure per day (but you can return the second day for another). Child care NOT provided.",844-323-4325,"Free two day dental clinic for underserved and under-insured people living in Pittsburgh and the surrounding area.  Free shuttle on the hour from 6am to 6pm- see  at <a href=\http://www.mompgh.org/patient-info/\"" target=\""_blank”>www.mompgh.org</a>  for shuttle locations.  Services NOT provided:  full dentures, root canals on molars, crowns, extractions of unexposed wisdom teeth, orthodontics/braces, implants, impactions.""","Friday, July 26 & Saturday, July 27; 7am - 6pm; Doors open at 6am",
4958,201911,Cloverleaf Area Food Pantry,Cloverleaf Area Food Pantry,Baldwin,"1 Grove Place, PA, 15236",40.344612,-79.970726,Cloverleaf Area Ecumenical Assistance Program,pantries-supplies,"Residents within 2 miles of site - Pleasant Hills, Baldwin, Jefferson Boro, South Park, West Mifflin, Whitehall",For emergency - ID with address within two miles of cloverleaf.  Regular food bank requires proof of address and income.,412-207-1657 (Teléfono para el servicio),"Emergency Food for residents of Pleasant Hills, Baldwin, Jefferson Boro, South Park, West Mifflin, Whitehall",Tuesdays ; 9am - noon,
4959,201911,Focus - lunch and dinner,Focus Pittsburgh,Hill District,"2228 Centre Avenue, PA, 15219",40.445174,-79.97496,Focus Pittsburgh,meals,all in need,none,412-261-1234,"Free Bag Lunches for all every Saturday, starting at 11 a.m. Hot meal Wednesday at 4:30pm, Pizza Friday at 11am.","Hot meal, Wed: 4:30pm ; Pizza, Fri: 11:00am; Bag lunches, Sat: 11:00am - until they run out",
4960,201911,Focus - Emergency Food Pantry,Focus Pittsburgh,Hill District,"2228 Centre Avenue, PA, 15219",40.445174,-79.97496,Focus Pittsburgh,pantries-supplies,All in need,No paperwork or ID requirements; call ahead to ensure availability of food.,412-261-1234,"Free pantry items available to those in need during regular Focus hours. Occasionally toiletries, paper products, or diapers are also available.","Mon - Fri: 9:30am - noon, 1 - 4pm; Sat: 11am - 1pm",
4961,201911,Focus - Clothing Pantry,Focus Pittsburgh,Hill District,"2228 Centre Avenue, PA, 15219",40.445174,-79.97496,Focus Pittsburgh,pantries-supplies,All,None,412-261-1234,"Enter door on right, front of building","Mon - Fri: 9:30am-noon, 1-4pm; Sat: 11am - 1pm",
4962,201911,Focus - Medical/Behavioral Health Clinic,Focus Pittsburgh,Hill District,"2228 Centre Avenue, PA, 15219",40.445174,-79.97496,Focus Pittsburgh,health,People of all ages who do not qualify for Medicaid or are uninsured.  They will assist with Medicaid paperwork if patients are not sure.,CALL FOR APPOINTMENT:  For people who do not qualify for Medicaid or are uninsured.  They will assist with Medicaid paperwork if patients are not sure.,412-502-5024,"By appointment ONLY.  Volunteer doctors for general medicine, OB/GYN, psychiatrists, psychologists, dentists.",By appointment ONLY.  Call ahead for availability,
